Data,Produto,Categoria,Preço Unitário,Custo Unitário,Marca,Quantidade Vendida,Nome do Cliente,Cidade
2023-05-08,vinho,BEBIDAS,4.61,2.9,Doofensmirts,45,Dra. Manuella Rocha,Mauá
2023-07-07,cueca,ROUPAS,7.39,4.53,Chanax,28,Mariana Gonçalves,Mauá
2023-08-25,cerveja,BEBIDAS,3.66,1.89,Brown,9,Sr. Liam Martins,São Sebastião do Paraíso
2023-05-16,camisa,ROUPAS,5.87,4.05,Chanax,11,Yago Mendes,Salvador
2023-05-18,panela,UTILIDADES,5.46,4.1,Linguini,30,Emanuella da Luz,São Caetano do Sul
2024-02-12,filé de tilápia 1kg,ALIMENTOS,6.95,3.6,Linguini,49,Maria Sophia Novais,Campinas
2023-09-30,fanta,BEBIDAS,6.54,4.36,Tuimara,3,Dra. Maria Júlia da Cruz,Campinas
2023-05-15,guardanapo,UTILIDADES,8.88,6.66,Zedorama,29,Pedro Lucas Mendonça,Osasco
2024-01-02,camisa,ROUPAS,7.31,4.58,Tuimara,44,Henry Gabriel Garcia,Florianópolis
2023-09-25,vinho,BEBIDAS,8.57,5.7,Zedorama,25,Rafael Silva,Porto Alegre
2024-01-27,vinho,BEBIDAS,2.94,1.74,Brown,35,Dra. Isabel Silva,Salvador
2023-10-22,calça,ROUPAS,6.09,4.77,Zedorama,6,Sr. Renan Rodrigues,São Paulo
2023-06-17,coca-cola,BEBIDAS,6.09,4.13,Tabajara,33,Bernardo Pinto,Porto Alegre
2023-05-26,cinto,ROUPAS,3.28,2.23,Tuimara,40,José Pedro da Rosa,Salvador
2023-06-14,escova de dentes,HIGIENE,9.0,5.33,Tuimara,50,Benício Abreu,Santos
2023-05-19,escova de dentes,HIGIENE,8.95,6.49,Chanax,10,Rebeca Mendes,Florianópolis
2023-07-22,saia,ROUPAS,3.0,2.1,Linguini,4,Asafe Freitas,Osasco
2024-02-16,lâmpada,UTILIDADES,2.01,1.13,Tuimara,14,Heloisa Cardoso,Mauá
2023-06-11,pimenta,ALIMENTOS,5.99,4.67,Chanax,16,João Felipe Cavalcanti,Guarulhos
2024-03-09,fanta,BEBIDAS,1.32,0.75,Doofensmirts,33,Antônio Mendes,Osasco
2023-09-09,shampoo,HIGIENE,2.5,1.59,Doofensmirts,47,Sr. Henrique Sousa,São Paulo
2023-09-18,ralo de cozinha,UTILIDADES,4.46,3.13,Chanax,13,Dr. Henry Barbosa,Osasco
2024-02-21,sabonete,HIGIENE,2.6,1.48,Tuimara,42,Davi Lucas Cunha,Mauá
2023-11-22,pimenta,ALIMENTOS,4.49,2.51,Tuimara,48,Ana Laura Araújo,São Caetano do Sul
2024-03-11,arroz 1kg,ALIMENTOS,9.87,5.96,Tabajara,36,Anthony Barbosa,Porto Alegre
2023-11-11,papel higiênico,HIGIENE,1.78,1.32,Zedorama,40,Hadassa Guerra,Mauá
2023-05-26,dúzia de banana,ALIMENTOS,9.64,6.13,Chanax,31,Maria Peixoto,Santos
2023-06-10,pimenta,ALIMENTOS,7.32,4.92,Brown,35,Ana Cecília Marques,São Sebastião do Paraíso
2023-05-24,fita isolante,UTILIDADES,4.48,3.33,Doofensmirts,13,Sra. Ana Sophia Farias,Santos
2023-12-17,shampoo,HIGIENE,8.02,5.69,Zedorama,15,Helena Barros,Porto Alegre
2024-04-09,cinto,ROUPAS,4.33,2.23,Linguini,16,Gabriela Freitas,Florianópolis
2023-12-10,suco,BEBIDAS,6.25,4.91,Linguini,12,Isaque Duarte,São Caetano do Sul
2023-08-11,arroz 1kg,ALIMENTOS,3.87,2.95,Doofensmirts,34,Vinícius Azevedo,Osasco
2023-11-06,cesto de roupas,UTILIDADES,7.52,4.19,Tuimara,10,Emanuella Azevedo,Salvador
2024-01-26,palito de dentes,UTILIDADES,6.61,4.72,Doofensmirts,25,Júlia Brito,Recife
2023-11-17,calça,ROUPAS,7.81,4.91,Doofensmirts,50,Benício Andrade,Recife
2024-02-09,fita isolante,UTILIDADES,6.41,3.88,Chanax,4,Sra. Milena Silveira,Mauá
2024-02-17,guardanapo,UTILIDADES,9.81,5.92,Linguini,23,Manuela Barros,Mauá
2023-06-05,panela,UTILIDADES,5.88,3.77,Zedorama,43,Alexia Araújo,Florianópolis
2023-12-08,saia,ROUPAS,6.89,5.11,Tabajara,45,Evelyn Rocha,São Caetano do Sul
2023-07-10,panela,UTILIDADES,9.48,7.35,Doofensmirts,30,Emanuel Marques,Mauá
2024-02-16,creme dental,HIGIENE,3.91,2.4,Chanax,9,Beatriz Pimenta,Ribeirão Pires
2023-07-02,escova de dentes,HIGIENE,1.74,1.15,Doofensmirts,19,Diego Farias,Osasco
2024-03-16,cesto de roupas,UTILIDADES,8.23,6.03,Zedorama,5,Igor Novaes,Florianópolis
2023-07-31,cinto,ROUPAS,6.51,3.95,Tuimara,28,Joana Sales,Porto Alegre
2023-06-01,limoneto,BEBIDAS,5.57,3.98,Brown,48,Murilo Macedo,São Paulo
2023-05-21,durex,UTILIDADES,9.81,7.59,Zedorama,11,Ísis Montenegro,Curitiba
2024-01-26,calcinha,ROUPAS,5.99,4.17,Doofensmirts,36,Pedro Miguel Souza,Campinas
2023-11-26,calça,ROUPAS,8.95,6.26,Linguini,40,Alícia Silveira,Porto Alegre
2024-02-24,creme dental,HIGIENE,8.4,4.25,Doofensmirts,43,Breno Lima,Osasco
2023-09-24,fanta,BEBIDAS,3.09,1.75,Doofensmirts,22,Igor Costa,Mauá
2023-05-03,lâmpada,UTILIDADES,3.49,1.89,Linguini,15,Luiz Felipe Aragão,Santos
2024-02-20,durex,UTILIDADES,6.64,4.13,Tuimara,47,Anna Liz Fonseca,Tangamandapio
2024-04-04,conhaque,BEBIDAS,6.31,4.08,Doofensmirts,19,Paulo Novais,Belo Horizonte
2023-07-22,escova de dentes,HIGIENE,5.04,2.94,Tabajara,25,Raul Oliveira,Diadema
2024-03-14,creme dental,HIGIENE,5.62,3.92,Tuimara,13,Isabel Pires,Santo André
2023-05-22,fanta,BEBIDAS,2.23,1.18,Chanax,8,Natália Macedo,Porto Alegre
2023-08-10,cinto,ROUPAS,7.29,5.48,Zedorama,23,Marcela Teixeira,Tangamandapio
2023-11-09,desentupidor,UTILIDADES,4.8,2.64,Tabajara,9,Sra. Camila Nunes,São Bernardo do Campo
2024-03-03,papel higiênico,HIGIENE,9.95,6.08,Zedorama,30,Gustavo Cassiano,Porto Alegre
2023-05-25,desentupidor,UTILIDADES,6.6,4.99,Tabajara,21,Rebeca Nogueira,Diadema
2024-01-21,limoneto,BEBIDAS,9.15,5.55,Tabajara,34,Anthony Gabriel Ferreira,Osasco
2024-04-22,fanta,BEBIDAS,4.7,3.73,Linguini,7,Lorena Barbosa,Ribeirão Pires
2024-01-24,durex,UTILIDADES,5.41,3.27,Zedorama,45,Erick Moreira,Campinas
2023-12-26,escova de dentes,HIGIENE,4.87,2.57,Linguini,38,Cecilia Barbosa,São Paulo
2023-07-21,cerveja,BEBIDAS,4.86,2.47,Zedorama,30,Rodrigo Siqueira,Curitiba
2024-03-06,abacate,ALIMENTOS,8.84,5.21,Chanax,38,Srta. Zoe Ferreira,Porto Alegre
2023-11-07,cerveja,BEBIDAS,9.7,5.27,Doofensmirts,23,Fernando Novaes,Ribeirão Pires
2023-06-23,abacaxi,ALIMENTOS,9.74,6.71,Doofensmirts,22,Elisa Farias,Curitiba
2024-03-14,papel higiênico,HIGIENE,6.62,3.37,Linguini,19,João Miguel Nunes,Florianópolis
2023-12-26,cueca,ROUPAS,2.08,1.52,Tuimara,20,Otávio Souza,Rio de Janeiro
2023-10-02,cerveja,BEBIDAS,6.83,4.24,Tuimara,27,Luana Vasconcelos,Osasco
2024-03-17,panela,UTILIDADES,7.81,5.51,Brown,41,Maria Clara Mendes,Ribeirão Pires
2024-03-22,conhaque,BEBIDAS,8.96,6.34,Tuimara,15,Dr. Bento Costela,São Sebastião do Paraíso
2024-02-07,cinto,ROUPAS,7.23,5.2,Brown,45,Letícia Rocha,Salvador
2023-06-21,cerveja,BEBIDAS,1.83,1.07,Linguini,23,Gustavo Camargo,São Paulo
2024-03-08,suco,BEBIDAS,5.24,3.49,Doofensmirts,16,Thiago da Cruz,Recife
2024-01-27,papel higiênico,HIGIENE,2.25,1.17,Chanax,44,Nicolas Ribeiro,Campinas
2023-07-02,sal,ALIMENTOS,6.84,3.52,Linguini,25,Maria Liz Macedo,Recife
2023-08-01,calça,ROUPAS,6.36,3.2,Tuimara,23,Luan Cavalcanti,São Sebastião do Paraíso
2024-04-03,camisa,ROUPAS,5.78,4.25,Zedorama,30,Sr. Guilherme Nogueira,Florianópolis
2024-02-09,abacaxi,ALIMENTOS,6.68,3.52,Linguini,38,Asafe Viana,Recife
2023-09-07,papel higiênico,HIGIENE,2.92,1.5,Zedorama,45,Raul Viana,Mauá
2023-11-09,vinho,BEBIDAS,4.55,3.0,Tuimara,14,Leandro Mendonça,Florianópolis
2024-02-09,durex,UTILIDADES,2.3,1.65,Tabajara,11,Lucca Rios,Santo André
2023-08-22,cueca,ROUPAS,6.14,4.18,Brown,50,Lívia Farias,São Paulo
2024-02-08,conhaque,BEBIDAS,4.72,2.93,Doofensmirts,36,Mariah Costa,São Paulo
2023-07-31,café,ALIMENTOS,2.67,1.72,Brown,33,Thiago Sousa,Diadema
2023-10-06,guardanapo,UTILIDADES,1.74,1.1,Brown,34,Dra. Maria Luiza Siqueira,São Caetano do Sul
2024-04-07,barra chocolate 250gr,ALIMENTOS,6.32,4.14,Brown,38,Dra. Luana Campos,Rio de Janeiro
2024-02-19,durex,UTILIDADES,9.41,6.8,Brown,24,Liz Almeida,Santo André
2023-07-06,desentupidor,UTILIDADES,5.06,3.16,Tuimara,41,Matteo Alves,Tangamandapio
2024-02-24,shampoo,HIGIENE,5.46,4.13,Brown,10,Ana Liz Brito,Santos
2023-06-12,bolacha pct 1kg,ALIMENTOS,6.75,4.11,Tabajara,1,Ana Vasconcelos,São Caetano do Sul
2023-08-21,limoneto,BEBIDAS,4.59,2.8,Linguini,46,Evelyn Farias,São Bernardo do Campo
2023-12-24,conhaque,BEBIDAS,2.58,1.31,Tabajara,45,Guilherme Cavalcante,Diadema
2024-02-14,papel higiênico,HIGIENE,3.88,2.37,Doofensmirts,12,Murilo Mendonça,Florianópolis
2023-05-19,papel higiênico,HIGIENE,6.11,4.75,Doofensmirts,40,Mariane Carvalho,Fortaleza
2023-05-08,cerveja,BEBIDAS,2.23,1.58,Linguini,41,Amanda Lima,Belo Horizonte
2023-11-21,limoneto,BEBIDAS,3.46,2.3,Chanax,47,Eloá Machado,Florianópolis
2023-06-03,barra chocolate 250gr,ALIMENTOS,5.82,4.09,Brown,49,Olivia Cunha,Guarulhos
2023-08-07,tomate,ALIMENTOS,6.79,5.24,Zedorama,9,Joaquim Sá,Guarulhos
2023-11-23,fita isolante,UTILIDADES,8.89,4.94,Linguini,33,Augusto Nascimento,Rio de Janeiro
2024-04-12,panela,UTILIDADES,7.19,4.03,Doofensmirts,37,Gustavo Siqueira,Florianópolis
2023-07-12,escova de dentes,HIGIENE,4.89,2.76,Tuimara,49,Felipe Ribeiro,Fortaleza
2023-09-10,camisa,ROUPAS,1.93,1.04,Zedorama,46,Heloisa Rodrigues,Salvador
2023-12-13,suco,BEBIDAS,7.06,4.9,Tuimara,35,Sra. Heloisa Lima,Porto Alegre
2023-05-20,suco,BEBIDAS,4.51,2.87,Zedorama,4,Maria Clara Camargo,Ribeirão Pires
2023-08-19,vinho,BEBIDAS,7.75,4.31,Tabajara,47,Maria Julia Sales,Santo André
2023-09-17,abacaxi,ALIMENTOS,3.99,2.58,Tabajara,3,Mirella Sá,Guarulhos
2024-04-16,lâmpada,UTILIDADES,2.05,1.62,Tabajara,2,Ravy Albuquerque,Curitiba
2023-10-22,palito de dentes,UTILIDADES,5.66,4.06,Doofensmirts,37,Srta. Clara Melo,São Bernardo do Campo
2023-06-22,barra chocolate 250gr,ALIMENTOS,9.9,7.87,Brown,33,Thales Moreira,Mauá
2024-02-25,creme dental,HIGIENE,3.19,2.06,Tabajara,32,Caio Garcia,São Caetano do Sul
2023-09-14,sabonete,HIGIENE,5.67,2.97,Chanax,5,Diego Montenegro,Tangamandapio
2023-07-11,dúzia de banana,ALIMENTOS,8.4,6.01,Doofensmirts,40,Gael Guerra,Diadema
2023-06-17,panela,UTILIDADES,4.89,2.62,Chanax,39,Jade Siqueira,Diadema
2023-12-15,saia,ROUPAS,6.83,3.89,Brown,19,Gael Henrique Brito,Osasco
2023-11-09,fita isolante,UTILIDADES,8.92,5.96,Doofensmirts,34,Leandro Mendonça,Fortaleza
2023-12-31,desentupidor,UTILIDADES,1.38,1.07,Doofensmirts,26,Marina Vieira,Salvador
2023-08-06,creme dental,HIGIENE,8.44,5.51,Brown,44,Ana Vitória Melo,Mauá
2023-06-20,vinho,BEBIDAS,8.51,4.27,Brown,6,Marcela da Rocha,Salvador
2024-02-06,boné,ROUPAS,6.55,3.65,Tabajara,18,Clarice Fonseca,São Sebastião do Paraíso
2023-08-31,desentupidor,UTILIDADES,7.41,5.67,Doofensmirts,29,Kevin Castro,Mauá
2023-12-26,tomate,ALIMENTOS,7.26,3.75,Doofensmirts,49,Lucas Gabriel Novaes,São Sebastião do Paraíso
2023-10-17,ralo de cozinha,UTILIDADES,1.5,0.95,Tabajara,4,Breno Macedo,Salvador
2023-10-02,papel higiênico,HIGIENE,1.01,0.55,Zedorama,11,Enzo Dias,Curitiba
2023-07-17,sal,ALIMENTOS,9.01,6.07,Brown,11,Srta. Catarina da Mota,Tangamandapio
2023-10-26,durex,UTILIDADES,4.03,2.31,Brown,27,Dra. Gabrielly Fernandes,Campinas
2023-11-30,vinho,BEBIDAS,6.9,5.19,Chanax,47,Josué Ribeiro,Porto Alegre
2024-04-17,abacaxi,ALIMENTOS,8.09,6.21,Doofensmirts,21,Ryan Correia,Campinas
2023-09-19,café,ALIMENTOS,6.67,3.43,Doofensmirts,31,Pedro Miguel Mendes,São Bernardo do Campo
2023-05-23,creme dental,HIGIENE,5.47,4.21,Chanax,31,Diogo Rodrigues,Mauá
2023-08-29,guardanapo,UTILIDADES,6.17,4.38,Doofensmirts,14,Ana Lívia Vieira,São Bernardo do Campo
2024-03-02,limoneto,BEBIDAS,9.63,5.06,Tuimara,49,Thiago Vargas,Tangamandapio
2023-11-03,lâmpada,UTILIDADES,1.73,0.88,Doofensmirts,47,Ana Julia Azevedo,Porto Alegre
2023-10-06,escova de dentes,HIGIENE,4.37,2.99,Tabajara,9,Ana Cecília Cavalcante,Curitiba
2023-10-28,camisa,ROUPAS,1.25,0.78,Tabajara,35,Benjamim Macedo,Belo Horizonte
2023-12-24,guardanapo,UTILIDADES,2.47,1.46,Zedorama,35,Heitor Camargo,Fortaleza
2023-05-27,palito de dentes,UTILIDADES,2.66,1.55,Tabajara,5,Laís Borges,São Sebastião do Paraíso
2023-09-07,vinho,BEBIDAS,2.88,2.13,Brown,36,Sophie Andrade,Mauá
2023-11-30,tomate,ALIMENTOS,1.25,0.9,Chanax,45,Luísa Sá,Campinas
2024-03-30,papel higiênico,HIGIENE,1.37,0.76,Tabajara,8,Maria Liz Fernandes,Santos
2023-11-09,sabonete,HIGIENE,5.04,2.87,Chanax,13,Ester Souza,São Bernardo do Campo
2023-09-24,arroz 1kg,ALIMENTOS,8.6,6.53,Linguini,10,Dante Sousa,Porto Alegre
2024-01-13,papel higiênico,HIGIENE,5.5,3.09,Tuimara,41,Eloá Oliveira,Diadema
2024-02-20,lâmpada,UTILIDADES,5.3,3.92,Brown,47,Dr. João Miguel Sales,Santo André
2023-10-03,sabonete,HIGIENE,7.53,4.13,Brown,15,Eduardo Vasconcelos,São Paulo
2023-06-21,fanta,BEBIDAS,6.25,3.29,Brown,23,Pietro Ribeiro,Curitiba
2023-10-04,guardanapo,UTILIDADES,4.35,2.26,Brown,34,João Miguel Novaes,Mauá
2024-04-05,cueca,ROUPAS,4.11,2.38,Chanax,16,Marcela Pacheco,Campinas
2024-03-15,papel higiênico,HIGIENE,7.51,4.71,Doofensmirts,24,Gustavo Henrique Camargo,Tangamandapio
2024-03-12,chinelo,ROUPAS,3.31,2.15,Brown,33,Matteo da Mota,Recife
2023-10-27,limoneto,BEBIDAS,5.52,3.95,Zedorama,50,Pietra Novaes,São Paulo
2024-03-21,escova de dentes,HIGIENE,5.99,4.08,Tuimara,4,Srta. Maria Souza,Santos
2024-01-14,saia,ROUPAS,9.17,5.0,Brown,49,Matheus Marques,Florianópolis
2023-11-21,suco,BEBIDAS,6.74,4.71,Brown,33,Stella Caldeira,Fortaleza
2023-12-31,shampoo,HIGIENE,6.48,3.76,Tabajara,33,Dra. Melissa da Costa,Campinas
2023-09-11,shampoo,HIGIENE,5.69,3.5,Brown,30,Cauê Nogueira,Florianópolis
2024-03-06,creme dental,HIGIENE,6.17,4.01,Doofensmirts,46,Alana da Mata,São Bernardo do Campo
2023-09-27,escova de dentes,HIGIENE,3.61,2.24,Tabajara,11,Anthony Gabriel Pimenta,São Caetano do Sul
2023-09-05,chinelo,ROUPAS,4.27,2.41,Chanax,23,Luan Peixoto,Campinas
2023-12-22,limoneto,BEBIDAS,8.54,6.02,Linguini,4,Sr. Theo Abreu,Salvador
2023-09-15,limoneto,BEBIDAS,7.92,5.72,Tuimara,6,Cauê Jesus,Florianópolis
2023-05-24,desentupidor,UTILIDADES,2.01,1.16,Tuimara,24,Luiz Henrique Dias,Fortaleza
2023-10-10,palito de dentes,UTILIDADES,7.43,5.47,Brown,5,Lívia Carvalho,Osasco
2024-04-20,café,ALIMENTOS,4.74,3.52,Linguini,47,Luiz Miguel Rios,Rio de Janeiro
2023-11-10,cueca,ROUPAS,2.8,2.14,Tuimara,30,Larissa Rezende,Ribeirão Pires
2023-07-05,chinelo,ROUPAS,9.85,6.06,Doofensmirts,45,Sr. Augusto Nascimento,Osasco
2024-04-06,creme dental,HIGIENE,1.46,0.86,Linguini,43,Arthur Viana,Recife
2023-08-23,cesto de roupas,UTILIDADES,8.09,6.13,Zedorama,21,Isis Novaes,Diadema
2023-07-17,papel higiênico,HIGIENE,4.92,3.09,Doofensmirts,45,Sr. João Gabriel Câmara,Santos
2024-03-13,guardanapo,UTILIDADES,9.9,7.76,Chanax,8,Bernardo Andrade,Osasco
2023-12-05,panela,UTILIDADES,5.76,2.89,Tabajara,26,Valentina Cavalcante,Osasco
2024-01-31,boné,ROUPAS,3.1,2.39,Brown,20,Luna Pimenta,Porto Alegre
2024-01-14,tomate,ALIMENTOS,5.3,3.76,Doofensmirts,49,Melissa Fogaça,Ribeirão Pires
2023-11-16,durex,UTILIDADES,1.21,0.71,Doofensmirts,47,Sra. Maria Liz Ferreira,Mauá
2023-06-13,coca-cola,BEBIDAS,4.11,2.85,Tabajara,39,Bella Farias,Santo André
2024-01-27,panela,UTILIDADES,9.79,7.31,Tabajara,29,Emanuelly da Cruz,Mauá
2024-04-23,guardanapo,UTILIDADES,9.11,7.1,Brown,40,Bárbara Araújo,Recife
2023-06-30,camisa,ROUPAS,4.18,3.15,Tabajara,48,Clara Campos,Recife
2023-05-03,camisa,ROUPAS,7.42,5.26,Zedorama,45,Murilo Pacheco,São Bernardo do Campo
2024-01-13,creme dental,HIGIENE,8.35,6.48,Zedorama,40,Bruna Farias,Belo Horizonte
2023-07-22,chinelo,ROUPAS,9.79,5.22,Zedorama,41,Oliver Sá,Curitiba
2024-04-08,boné,ROUPAS,8.15,5.52,Zedorama,42,Luna Lopes,São Sebastião do Paraíso
2023-09-28,arroz 1kg,ALIMENTOS,5.59,4.34,Zedorama,16,Apollo Rodrigues,Recife
2023-10-04,escova de dentes,HIGIENE,7.09,4.64,Tabajara,29,Maria Laura Vargas,São Sebastião do Paraíso
2023-12-12,barra chocolate 250gr,ALIMENTOS,1.25,0.88,Doofensmirts,38,Ana Clara Machado,São Sebastião do Paraíso
2024-01-27,fanta,BEBIDAS,2.31,1.6,Doofensmirts,27,Júlia Vargas,Diadema
2024-01-14,abacate,ALIMENTOS,5.48,3.27,Tabajara,34,Otto Freitas,Rio de Janeiro
2023-08-15,ralo de cozinha,UTILIDADES,8.24,4.27,Zedorama,3,Vitória Barbosa,Recife
2023-10-14,café,ALIMENTOS,6.62,5.06,Tabajara,46,Ana Liz da Mota,Mauá
2023-07-28,lâmpada,UTILIDADES,1.18,0.74,Tuimara,29,Sr. Ian Sá,Mauá
2023-09-25,cinto,ROUPAS,8.8,5.49,Zedorama,18,Vicente Câmara,São Bernardo do Campo
2024-02-08,cesto de roupas,UTILIDADES,5.25,3.14,Zedorama,8,Benjamim Sales,São Paulo
2024-04-24,ralo de cozinha,UTILIDADES,7.02,5.32,Zedorama,3,Nina Porto,Belo Horizonte
2023-11-09,abacaxi,ALIMENTOS,8.36,5.45,Doofensmirts,38,Dra. Maria Luiza Gonçalves,Florianópolis
2024-01-11,papel higiênico,HIGIENE,6.94,4.8,Brown,11,Eduarda da Conceição,Fortaleza
2023-12-22,saia,ROUPAS,6.05,4.26,Chanax,35,Allana Cavalcante,Campinas
2024-03-27,cesto de roupas,UTILIDADES,3.0,2.25,Zedorama,43,Isaque Aparecida,Campinas
2023-11-19,pimenta,ALIMENTOS,2.36,1.51,Doofensmirts,50,Francisco Andrade,São Bernardo do Campo
2023-06-02,vinho,BEBIDAS,2.99,2.35,Tabajara,22,Bruno Rezende,Mauá
2023-05-10,calça,ROUPAS,5.57,2.88,Linguini,37,Daniel Machado,São Sebastião do Paraíso
2023-07-09,camisa,ROUPAS,2.13,1.69,Zedorama,24,Ana Julia Camargo,Mauá
2023-11-05,escova de dentes,HIGIENE,6.08,3.89,Tabajara,35,Maria Clara Rocha,São Sebastião do Paraíso
2024-02-14,cueca,ROUPAS,1.98,1.39,Chanax,8,Yago Melo,Rio de Janeiro
2023-10-19,calcinha,ROUPAS,8.89,5.97,Brown,47,João Pedro Ramos,Fortaleza
2024-01-22,vinho,BEBIDAS,2.97,2.06,Tuimara,43,Helena Costa,Santo André
2023-05-26,sabonete,HIGIENE,2.18,1.31,Tabajara,50,Sra. Melissa Albuquerque,São Caetano do Sul
2023-10-06,creme dental,HIGIENE,2.93,1.77,Tabajara,1,Cauã Azevedo,Florianópolis
2023-07-26,palito de dentes,UTILIDADES,7.27,5.02,Tabajara,18,Mariana Abreu,São Caetano do Sul
2023-10-18,abacaxi,ALIMENTOS,8.34,6.4,Tuimara,18,Sofia Freitas,São Bernardo do Campo
2023-10-09,cinto,ROUPAS,2.92,1.72,Brown,3,Liam Aparecida,Salvador
2023-12-07,creme dental,HIGIENE,4.1,2.76,Brown,22,Miguel Monteiro,Curitiba
2023-11-27,papel higiênico,HIGIENE,1.87,0.94,Tuimara,22,Mariah Vieira,Osasco
2024-04-07,papel higiênico,HIGIENE,6.72,5.32,Tabajara,38,Lívia Lopes,Ribeirão Pires
2024-04-24,coca-cola,BEBIDAS,9.92,6.97,Tuimara,48,Srta. Lara Rios,Recife
2024-01-30,chinelo,ROUPAS,9.81,6.01,Linguini,48,Gabriela da Mota,Santo André
2024-03-27,cerveja,BEBIDAS,6.75,3.8,Chanax,31,Heloísa Viana,Campinas
2023-08-23,suco,BEBIDAS,8.58,5.76,Tuimara,18,Sr. Otto Lima,Santos
2023-06-17,guardanapo,UTILIDADES,5.97,3.94,Zedorama,17,Felipe Cirino,São Sebastião do Paraíso
2024-01-08,lâmpada,UTILIDADES,2.45,1.8,Tabajara,42,Dr. Caio Ramos,Diadema
2023-04-30,cerveja,BEBIDAS,1.88,1.43,Doofensmirts,34,Caleb Castro,Salvador
2023-06-07,desentupidor,UTILIDADES,4.62,2.8,Brown,3,Alexandre Nogueira,Osasco
2023-04-30,arroz 1kg,ALIMENTOS,5.05,3.76,Brown,9,Dr. Eduardo da Costa,São Caetano do Sul
2023-05-18,lâmpada,UTILIDADES,9.55,5.77,Tabajara,34,Sarah Carvalho,Santos
2024-01-30,creme dental,HIGIENE,7.0,4.29,Brown,18,Vitor Hugo Alves,São Bernardo do Campo
2024-02-14,desentupidor,UTILIDADES,6.16,3.16,Tabajara,16,Bella Pires,São Bernardo do Campo
2024-02-13,cerveja,BEBIDAS,1.32,0.89,Brown,22,Josué Freitas,Diadema
2024-03-09,sabonete,HIGIENE,3.72,2.24,Linguini,44,Sr. Gael Casa Grande,Diadema
2023-12-03,ralo de cozinha,UTILIDADES,7.88,4.11,Tabajara,13,Asafe Lima,Campinas
2023-10-09,cesto de roupas,UTILIDADES,1.36,0.94,Linguini,24,Nicolas Pimenta,Guarulhos
2024-03-23,cerveja,BEBIDAS,3.86,2.79,Linguini,18,José Miguel Garcia,Tangamandapio
2024-03-24,filé de tilápia 1kg,ALIMENTOS,9.93,4.99,Brown,28,Maria Luísa Macedo,Tangamandapio
2023-05-11,vinho,BEBIDAS,8.56,5.62,Tabajara,22,Benjamim Brito,Diadema
2023-12-04,panela,UTILIDADES,3.55,2.84,Tabajara,47,Sr. Vinícius da Mota,Diadema
2024-01-14,cueca,ROUPAS,3.78,2.53,Brown,30,Júlia Martins,Santo André
2023-09-21,boné,ROUPAS,2.08,1.08,Brown,23,Agatha Abreu,Guarulhos
2023-08-13,filé de tilápia 1kg,ALIMENTOS,2.91,2.3,Tabajara,29,Dom Dias,Ribeirão Pires
2024-04-17,shampoo,HIGIENE,1.39,0.98,Tabajara,20,Liam Azevedo,Mauá
2023-09-15,cueca,ROUPAS,4.46,2.79,Linguini,2,Asafe Melo,Osasco
2023-09-06,calcinha,ROUPAS,3.04,1.96,Brown,1,Elisa Oliveira,Ribeirão Pires
2023-12-27,cerveja,BEBIDAS,7.68,6.1,Tabajara,4,Lucas Silva,Guarulhos
2023-08-11,durex,UTILIDADES,2.6,1.8,Linguini,34,Srta. Maria Isis Moraes,Osasco
2023-06-19,vinho,BEBIDAS,9.0,6.67,Linguini,31,Beatriz Garcia,Ribeirão Pires
2024-03-30,escova de dentes,HIGIENE,6.61,3.49,Tabajara,27,Camila Montenegro,Diadema
2023-11-16,cinto,ROUPAS,3.4,1.87,Brown,22,Gabrielly Lima,Guarulhos
2023-07-15,boné,ROUPAS,3.45,2.47,Linguini,5,Juan Peixoto,Mauá
2023-05-07,shampoo,HIGIENE,8.34,5.9,Tabajara,30,Zoe Brito,São Caetano do Sul
2023-09-02,abacate,ALIMENTOS,3.7,2.39,Tabajara,25,Emanuelly Aparecida,Osasco
2023-12-21,chinelo,ROUPAS,9.83,5.88,Brown,18,Eduardo Vasconcelos,Santo André
2023-09-25,escova de dentes,HIGIENE,6.51,5.08,Linguini,28,Sr. Bento Andrade,Campinas
2023-08-31,papel higiênico,HIGIENE,6.18,4.28,Tabajara,1,Danilo Porto,Guarulhos
2023-11-26,abacate,ALIMENTOS,7.86,4.59,Tabajara,39,Bento Rezende,Santo André
2023-06-22,durex,UTILIDADES,6.27,4.2,Brown,26,João Pedro Gonçalves,Osasco
2023-05-22,café,ALIMENTOS,2.93,2.23,Tabajara,37,Maria Helena Duarte,Santo André
2023-12-09,desentupidor,UTILIDADES,1.31,0.68,Tabajara,46,Catarina Leão,São Bernardo do Campo
2023-10-28,abacate,ALIMENTOS,3.93,3.01,Tabajara,32,Dr. Lorenzo Teixeira,Santos
2023-06-23,escova de dentes,HIGIENE,3.28,1.97,Tabajara,1,Erick Pacheco,Campinas
2024-03-24,arroz 1kg,ALIMENTOS,7.03,4.8,Brown,47,Clarice Sousa,Osasco
2023-05-01,escova de dentes,HIGIENE,3.55,2.19,Tabajara,3,Allana Martins,Guarulhos
2023-08-28,chinelo,ROUPAS,8.16,4.75,Tabajara,47,Henry Gabriel Peixoto,Santos
2023-10-20,dúzia de banana,ALIMENTOS,6.21,3.47,Brown,29,Calebe Borges,São Caetano do Sul
