ID RH,Nome Completo,Estado Civil,Gênero,Data de Nascimento,Data de Contratação,Data de Demissão,Cargo,Salário,Área,Horas Extras,Avaliação
7748,Ana Vitória Porto,Viúvo(a),não informado,24-05-1974,08-06-2018,,gerente,8410.27,logística,99,9
3695,Eduardo da Mata,Solteiro(a),feminino,14-03-1988,18-07-2018,,analista,7575.82,administrativo,40,2
8241,Caio Caldeira,Solteiro(a),feminino,24-04-1996,18-04-2020,16-06-2022,gerente,4116.61,operações,0,6
2252,Davi Lucas Rocha,Casado(a),não informado,30-09-1970,21-02-2023,,estagiário,5300.53,comercial,49,4
8017,Luigi Pinto,Solteiro(a),não informado,08-06-1976,06-02-2021,,gerente,3730.62,logística,13,8
7366,Sra. Larissa Melo,Divorciado(a),masculino,30-04-1994,15-03-2020,,coordenador,8631.64,financeiro,85,4
1971,André Santos,Casado(a),feminino,12-08-1994,30-07-2020,03-03-2023,gerente,7641.86,logística,64,4
7027,Sra. Raquel Dias,Solteiro(a),não informado,12-10-2002,18-07-2021,,coordenador,9313.6,financeiro,84,3
7408,João Miguel Silveira,Casado(a),masculino,09-03-2001,16-05-2020,,estagiário,8210.69,financeiro,50,10
2458,Vicente Dias,Divorciado(a),não informado,09-09-1980,28-05-2021,,estagiário,5932.46,operações,92,6
1525,Enzo Gabriel da Mota,Divorciado(a),não informado,08-02-1979,21-10-2018,,coordenador,9819.78,logística,35,6
8207,Vinicius Teixeira,Divorciado(a),masculino,04-11-1978,07-01-2023,,gerente,8897.2,administrativo,94,0
7841,Dr. Murilo Freitas,Solteiro(a),masculino,08-10-1997,21-08-2021,,coordenador,3494.11,comercial,24,5
3529,Dr. Anthony da Cunha,Solteiro(a),feminino,20-04-1988,20-04-2020,,coordenador,9457.93,comercial,70,2
3659,Evelyn Silva,Viúvo(a),masculino,15-06-1988,03-06-2021,,estagiário,7612.22,comercial,44,10
6306,Mariane Alves,Casado(a),não informado,27-01-1975,25-11-2019,,analista,3500.34,operações,41,2
9657,Alícia Rodrigues,Viúvo(a),feminino,21-10-1996,20-08-2021,,gerente,4604.0,operações,6,2
8759,Eduardo Rezende,Viúvo(a),masculino,05-10-1963,20-08-2021,,analista,8397.92,comercial,61,1
3803,Paulo Pinto,Casado(a),feminino,05-12-1997,16-01-2023,,estagiário,5060.6,logística,100,10
4555,Isabel Rodrigues,Viúvo(a),feminino,07-10-1982,28-01-2021,,analista,6992.77,operações,46,6
4900,Elisa das Neves,Casado(a),feminino,08-06-1962,09-02-2021,,analista,2716.91,comercial,52,4
4636,Cauê das Neves,Solteiro(a),masculino,19-01-1971,01-02-2020,,analista,3073.59,financeiro,8,0
7969,Vitória Rodrigues,Viúvo(a),não informado,06-07-1989,19-10-2018,,gerente,2292.49,operações,87,2
2619,Alexia Castro,Viúvo(a),não informado,10-02-1996,12-02-2019,,gerente,8101.74,administrativo,17,7
6359,Rebeca Cunha,Casado(a),masculino,24-12-1968,11-07-2018,,coordenador,5509.07,administrativo,96,9
6935,Catarina Farias,Viúvo(a),não informado,19-01-1979,16-06-2018,,analista,5695.78,financeiro,92,9
5910,Calebe Barbosa,Viúvo(a),masculino,23-08-1980,23-09-2022,,gerente,8222.68,operações,97,2
3964,Gustavo Henrique Alves,Viúvo(a),não informado,12-09-1967,01-06-2021,,analista,4128.89,financeiro,48,0
6482,Srta. Ana Vitória Freitas,Divorciado(a),feminino,29-04-1974,13-07-2019,,estagiário,8598.73,administrativo,96,7
2118,Sofia Peixoto,Casado(a),não informado,16-07-1973,19-05-2022,,analista,4738.22,comercial,87,9
1309,Lorenzo Ribeiro,Solteiro(a),não informado,11-01-1966,27-01-2021,,gerente,9713.81,logística,2,5
2760,Raul Souza,Viúvo(a),masculino,21-11-1993,13-11-2022,,analista,8536.71,administrativo,25,3
9665,Julia Lima,Divorciado(a),masculino,15-02-1995,02-04-2022,,analista,6026.02,operações,73,10
2514,Breno da Mota,Solteiro(a),feminino,06-04-1982,01-02-2021,,estagiário,8455.15,administrativo,89,2
6939,Pedro Henrique Farias,Divorciado(a),masculino,17-06-1971,07-08-2020,,estagiário,8682.6,financeiro,41,6
8498,Caio Barros,Casado(a),masculino,15-06-1977,31-07-2022,,gerente,6823.59,financeiro,52,6
4186,Mariane da Costa,Casado(a),feminino,27-08-1992,25-03-2020,,estagiário,8075.18,administrativo,53,10
3588,Gustavo Henrique Moura,Solteiro(a),masculino,19-07-1998,16-01-2019,,coordenador,9683.5,administrativo,78,6
9470,Sophia da Paz,Divorciado(a),masculino,26-11-1971,31-08-2019,,estagiário,6882.45,financeiro,35,7
6369,Sr. Lorenzo Cardoso,Viúvo(a),não informado,22-02-1980,04-02-2021,,estagiário,5262.71,administrativo,94,5
7032,Manuela Dias,Solteiro(a),não informado,09-06-2001,22-06-2021,,gerente,2250.51,logística,45,9
2276,Dr. Marcos Vinicius Pinto,Divorciado(a),feminino,16-10-1994,12-03-2020,,gerente,3326.95,logística,39,7
1782,Alícia Barbosa,Divorciado(a),masculino,12-02-1992,08-01-2020,,coordenador,3420.63,comercial,60,3
2215,Isabelly Caldeira,Divorciado(a),não informado,14-12-1987,29-09-2020,,estagiário,2134.98,financeiro,80,7
7964,Marcos Vinicius Gonçalves,Viúvo(a),masculino,27-09-1999,16-05-2021,,gerente,7753.51,operações,100,2
6448,Dr. Danilo Vieira,Divorciado(a),masculino,07-09-1966,20-11-2018,,estagiário,5970.67,operações,48,5
2129,Gabrielly Nogueira,Solteiro(a),não informado,25-02-2002,24-11-2020,,analista,4056.7,logística,27,7
8876,Carlos Eduardo Almeida,Solteiro(a),não informado,28-10-1976,19-06-2018,22-05-2023,coordenador,8403.04,operações,66,7
9304,Ana Carolina da Mota,Casado(a),masculino,07-07-1994,15-07-2021,,estagiário,3106.09,comercial,64,3
4913,Ryan Barbosa,Casado(a),não informado,12-01-1978,21-03-2019,,gerente,7198.41,logística,26,9
5112,Yuri Lopes,Solteiro(a),não informado,21-07-1975,25-08-2021,,analista,7253.89,operações,46,10
9136,Heitor Cardoso,Divorciado(a),feminino,17-05-1964,09-04-2019,,estagiário,2871.68,logística,12,7
8015,Guilherme Alves,Divorciado(a),não informado,01-09-1985,19-09-2020,,analista,7895.11,comercial,13,4
7872,João Lucas Pereira,Solteiro(a),não informado,22-10-1991,09-07-2019,,gerente,5199.75,comercial,71,1
6298,Rafael Pereira,Divorciado(a),masculino,23-12-1979,14-05-2023,,analista,4116.34,logística,47,9
4220,Lucas Alves,Casado(a),feminino,19-08-1965,26-11-2018,,coordenador,9851.56,logística,37,3
6149,Melissa Moreira,Viúvo(a),não informado,17-09-1989,13-11-2022,,coordenador,4424.28,comercial,97,1
1888,Nicolas Pinto,Viúvo(a),feminino,11-11-1966,11-12-2021,,analista,9101.78,comercial,99,10
3811,Danilo Cardoso,Divorciado(a),não informado,27-06-2000,06-01-2023,,gerente,8043.33,logística,97,7
1607,Dr. André Moraes,Viúvo(a),não informado,15-09-1995,12-04-2019,,analista,7795.39,administrativo,46,4
6112,Enzo Gabriel Fogaça,Casado(a),não informado,02-04-1986,21-04-2020,,coordenador,2800.07,comercial,97,1
5531,Isabelly Cardoso,Solteiro(a),não informado,12-04-1998,03-06-2020,,gerente,4781.58,comercial,84,9
3435,Srta. Isis Mendes,Divorciado(a),não informado,11-01-2000,29-12-2019,,coordenador,6518.84,operações,58,10
4678,Dr. Lucas Jesus,Casado(a),não informado,20-08-1990,04-12-2022,,analista,3035.11,comercial,96,9
8989,Gabriela Melo,Casado(a),masculino,14-08-1990,19-10-2019,,gerente,2171.5,administrativo,91,4
7456,Yasmin Lima,Casado(a),não informado,20-02-1991,28-04-2020,,analista,4068.03,comercial,20,0
9417,João Guilherme da Rocha,Viúvo(a),masculino,19-07-1985,14-04-2023,,gerente,9452.92,logística,60,5
5616,Dr. Luiz Fernando da Rosa,Solteiro(a),feminino,12-01-1995,29-07-2018,,gerente,7159.44,financeiro,68,9
1487,Breno Martins,Solteiro(a),masculino,13-02-1982,02-12-2022,,coordenador,3297.62,financeiro,63,8
3748,Benjamin Jesus,Viúvo(a),não informado,10-03-1998,06-09-2020,03-01-2023,analista,6901.91,financeiro,86,9
2010,Luna Farias,Viúvo(a),não informado,25-05-1974,29-12-2021,,analista,8598.63,logística,37,4
9166,Francisco Martins,Viúvo(a),não informado,16-04-1970,27-03-2021,,coordenador,7779.97,administrativo,31,4
6187,Lucas Gabriel Rodrigues,Viúvo(a),feminino,07-09-1994,02-09-2020,,gerente,4742.41,logística,72,3
7943,Nicole Lopes,Viúvo(a),masculino,15-09-1963,11-03-2022,,analista,3719.36,financeiro,48,6
7095,Erick Caldeira,Solteiro(a),feminino,29-01-1996,15-07-2019,,analista,8235.49,logística,60,6
8566,Sra. Marina Pinto,Viúvo(a),masculino,14-11-1984,30-07-2021,,gerente,2309.01,comercial,70,6
9806,Maysa Cavalcanti,Casado(a),feminino,08-08-2000,28-11-2022,,gerente,9668.22,administrativo,61,0
1356,Dr. Breno Jesus,Casado(a),masculino,28-07-1994,28-12-2020,,estagiário,6669.58,logística,47,2
5098,Sra. Maria Julia da Conceição,Divorciado(a),feminino,17-06-1988,31-03-2019,,analista,6976.01,logística,97,1
2565,Yuri Porto,Casado(a),feminino,24-04-1963,29-08-2018,08-06-2022,coordenador,5040.02,administrativo,11,3
5312,João Gabriel Lima,Casado(a),feminino,17-04-1966,11-05-2022,,analista,2888.95,financeiro,83,8
6935,Carolina Cavalcanti,Divorciado(a),masculino,12-02-2002,19-10-2018,,estagiário,9134.25,logística,67,4
5416,Luiz Fernando Freitas,Casado(a),feminino,01-02-1989,18-08-2021,,coordenador,7144.5,administrativo,18,6
9232,Thomas das Neves,Divorciado(a),não informado,28-12-2002,23-03-2021,,analista,6508.61,administrativo,60,7
4636,Maria Sophia da Mota,Viúvo(a),feminino,03-02-1989,15-08-2022,,estagiário,5257.86,logística,75,0
8746,Pedro Henrique Ramos,Viúvo(a),masculino,05-11-1980,19-04-2023,,estagiário,5036.77,operações,11,4
7415,Bruna Cardoso,Solteiro(a),masculino,03-04-1964,04-11-2021,,estagiário,4866.89,administrativo,11,9
1001,Clara da Cunha,Viúvo(a),feminino,18-12-1984,01-08-2021,,estagiário,7901.04,financeiro,6,10
7036,Isabel Moura,Viúvo(a),masculino,03-02-2002,20-06-2021,,coordenador,4375.49,operações,0,2
6602,Maria Clara Nogueira,Solteiro(a),masculino,23-12-1970,27-05-2022,,coordenador,7031.16,administrativo,63,4
1821,Dra. Sabrina Castro,Solteiro(a),masculino,10-12-1966,14-04-2019,,analista,7904.23,logística,10,7
9615,Ana Lívia Cavalcanti,Divorciado(a),masculino,08-03-1990,01-01-2020,,gerente,4793.3,logística,4,9
4841,Heitor Carvalho,Solteiro(a),não informado,01-03-1963,02-04-2020,,estagiário,5415.6,financeiro,57,4
4374,Lorena da Rosa,Casado(a),masculino,15-02-1963,08-01-2023,,estagiário,5058.88,operações,86,3
1436,Kevin Vieira,Casado(a),masculino,16-04-1988,19-03-2022,14-12-2022,gerente,7068.35,logística,89,8
4229,João Pedro da Mota,Divorciado(a),não informado,14-05-1967,10-03-2021,,estagiário,7295.39,administrativo,24,0
6107,Laís Melo,Solteiro(a),não informado,23-12-1983,31-05-2018,,gerente,3339.2,administrativo,20,8
1757,Juan Santos,Viúvo(a),feminino,01-09-1975,28-01-2020,,estagiário,6387.62,logística,75,5
3981,Maria Clara Rezende,Casado(a),feminino,10-05-2001,14-12-2019,,coordenador,5360.66,operações,15,5
6559,Ana Vitória Fernandes,Casado(a),masculino,13-11-1971,12-08-2022,,analista,9043.79,operações,87,1
8426,Sra. Natália Cardoso,Divorciado(a),masculino,08-02-2002,04-05-2020,,gerente,2701.81,financeiro,95,9
7480,Srta. Giovanna Santos,Viúvo(a),masculino,08-11-2002,16-06-2021,,estagiário,4313.21,logística,35,9
7976,Bruno Fogaça,Casado(a),masculino,31-08-1974,15-02-2022,,estagiário,7063.88,financeiro,16,5
3112,Pietra Vieira,Divorciado(a),masculino,01-09-1967,10-11-2020,06-09-2022,coordenador,7170.9,comercial,50,4
1306,Davi Porto,Solteiro(a),masculino,10-10-1997,11-10-2019,,analista,2278.4,financeiro,92,2
5811,Luna Castro,Divorciado(a),feminino,11-07-1969,31-10-2018,,estagiário,5302.8,comercial,45,6
4207,Alícia Sales,Solteiro(a),masculino,05-07-1995,11-08-2019,,coordenador,4186.66,logística,92,6
8970,Alexandre Castro,Casado(a),feminino,14-03-1998,15-12-2018,,estagiário,8657.67,administrativo,85,1
1489,Marcos Vinicius da Mata,Divorciado(a),masculino,13-11-1970,11-01-2023,,coordenador,8958.34,logística,86,1
6202,Joana Ramos,Solteiro(a),feminino,09-01-1967,29-01-2020,,gerente,7253.85,financeiro,41,7
7241,Maria Clara Alves,Solteiro(a),feminino,19-01-1963,18-05-2023,13-01-2023,estagiário,3649.8,administrativo,57,9
3268,Murilo da Cunha,Solteiro(a),feminino,10-09-1980,08-06-2022,,analista,3009.31,administrativo,70,5
6208,Ana Barbosa,Viúvo(a),feminino,02-03-1995,10-05-2020,,gerente,5565.29,comercial,99,1
8553,Stephany Campos,Casado(a),feminino,28-01-1971,12-03-2019,,analista,8507.16,operações,44,0
7806,Breno Melo,Divorciado(a),feminino,24-11-1993,10-06-2022,,estagiário,6938.01,logística,81,4
3917,Bárbara Farias,Divorciado(a),masculino,12-04-1986,23-07-2020,,gerente,9530.72,financeiro,87,9
2849,Sra. Isabella Moura,Divorciado(a),feminino,07-06-1974,22-01-2023,,estagiário,7625.55,financeiro,53,1
3610,Eduardo Gomes,Viúvo(a),masculino,29-05-1983,23-08-2021,,analista,7267.99,administrativo,93,10
2953,Carlos Eduardo Silva,Solteiro(a),não informado,25-11-1962,10-07-2022,,analista,2419.06,financeiro,61,1
7997,Ana Júlia Rocha,Divorciado(a),não informado,21-05-1973,20-05-2019,24-08-2022,estagiário,5012.89,logística,74,2
9025,Bruno Araújo,Divorciado(a),feminino,08-06-1992,30-09-2019,,analista,2329.15,financeiro,94,7
2846,Ana Sophia Teixeira,Divorciado(a),masculino,18-01-1968,24-10-2021,,analista,4857.15,comercial,3,7
4521,Gustavo Nunes,Casado(a),feminino,11-07-1968,20-05-2022,11-05-2023,estagiário,5697.15,comercial,91,4
4496,Vicente Nunes,Divorciado(a),não informado,03-03-1989,19-10-2022,,coordenador,4261.13,administrativo,94,9
6280,Kamilly Mendes,Casado(a),masculino,21-12-1983,21-10-2018,,estagiário,2393.59,operações,57,7
6005,Sr. Paulo Barbosa,Divorciado(a),masculino,30-10-2000,03-03-2019,,gerente,5351.55,logística,42,7
4003,Miguel Vieira,Solteiro(a),não informado,17-08-1967,18-11-2018,,coordenador,6842.84,financeiro,1,1
4186,Larissa Gomes,Solteiro(a),não informado,07-02-1987,20-10-2020,,coordenador,8290.94,financeiro,65,10
1816,Clarice Cardoso,Solteiro(a),não informado,30-06-1977,27-05-2021,,coordenador,3199.49,financeiro,29,5
6411,Enzo Gabriel Moraes,Solteiro(a),feminino,11-02-2002,25-03-2022,,analista,8717.86,operações,33,5
3788,Eduardo Barros,Divorciado(a),masculino,17-09-1979,19-11-2020,,analista,5731.69,administrativo,71,2
6674,Dr. Heitor Farias,Casado(a),não informado,10-05-1967,13-02-2023,,estagiário,4343.4,financeiro,31,2
9320,João Lucas Fogaça,Solteiro(a),feminino,17-01-1978,04-01-2020,,analista,2068.05,operações,29,9
4731,Ana Júlia Fogaça,Viúvo(a),masculino,14-08-1984,22-07-2022,,estagiário,5582.72,operações,71,10
2876,Sabrina Aragão,Divorciado(a),não informado,23-09-2002,29-07-2020,,gerente,7202.28,comercial,61,7
8168,Bárbara Barbosa,Solteiro(a),não informado,19-11-1991,21-05-2019,,gerente,2249.72,administrativo,4,0
6889,Srta. Mariana Mendes,Solteiro(a),feminino,28-06-1985,05-01-2020,03-11-2022,coordenador,3199.99,operações,32,10
1929,Daniel Ribeiro,Casado(a),não informado,20-05-1979,22-01-2021,,estagiário,3975.98,comercial,25,3
5863,Yago Cunha,Viúvo(a),feminino,17-06-2002,13-06-2018,04-09-2022,estagiário,3335.91,financeiro,69,3
9266,Augusto Peixoto,Casado(a),masculino,24-12-1980,03-03-2022,31-05-2022,gerente,6392.0,financeiro,75,8
9394,Danilo Nogueira,Solteiro(a),masculino,30-12-2001,27-02-2023,,analista,4243.82,comercial,70,3
9509,Bernardo Nascimento,Solteiro(a),não informado,12-11-1979,14-07-2018,,coordenador,2830.43,operações,5,8
3912,Caroline Costa,Casado(a),feminino,25-06-2003,09-12-2018,,analista,8838.39,administrativo,66,2
6619,Ana Carolina Campos,Divorciado(a),masculino,24-10-1975,05-12-2021,,gerente,5911.98,administrativo,10,4
3536,Lucca Costela,Solteiro(a),feminino,19-10-1995,12-09-2021,,estagiário,5394.53,financeiro,2,1
3478,Bárbara Alves,Solteiro(a),não informado,02-09-1971,22-03-2021,05-09-2022,estagiário,6477.61,logística,21,4
4225,Sr. Eduardo da Paz,Casado(a),masculino,22-11-2001,29-11-2018,,estagiário,3820.09,logística,59,7
4324,Srta. Kamilly Castro,Viúvo(a),masculino,25-03-1973,28-03-2019,,gerente,6859.98,operações,52,10
8714,Gustavo Henrique Correia,Viúvo(a),feminino,22-09-1965,28-06-2022,,gerente,3692.44,administrativo,17,1
6122,Enzo Gabriel Rocha,Divorciado(a),masculino,01-11-2003,06-03-2020,,analista,5788.08,comercial,59,8
6966,João Vitor Cunha,Divorciado(a),feminino,12-05-1966,30-05-2021,12-07-2022,estagiário,3310.27,financeiro,57,6
4630,Ana Ramos,Divorciado(a),masculino,10-05-2005,03-02-2019,,coordenador,8010.11,comercial,44,1
7988,Ana Clara das Neves,Solteiro(a),feminino,10-04-1996,26-06-2020,,estagiário,4101.23,administrativo,87,6
8690,Marcos Vinicius Lopes,Solteiro(a),masculino,28-12-1980,21-08-2020,,gerente,8026.14,financeiro,91,10
1123,Vitor Gabriel Peixoto,Casado(a),não informado,25-02-1984,19-09-2022,,analista,5450.98,operações,28,4
4295,Miguel Novaes,Viúvo(a),feminino,16-12-1993,15-11-2020,22-02-2023,gerente,9156.91,comercial,27,2
7690,Alice da Cunha,Casado(a),feminino,10-08-1965,26-05-2021,,estagiário,7949.94,operações,52,3
1188,Sra. Rebeca Alves,Divorciado(a),feminino,20-01-1998,29-04-2023,,coordenador,4572.55,logística,60,0
9112,Luana Moraes,Divorciado(a),masculino,28-02-1967,22-11-2018,,coordenador,8877.61,logística,14,6
1891,Srta. Heloísa Viana,Solteiro(a),feminino,23-12-1969,26-09-2021,,analista,9239.86,logística,12,10
1760,João Felipe Ferreira,Solteiro(a),feminino,28-11-1990,28-10-2021,,gerente,7224.2,operações,63,1
3024,Mariana Gomes,Solteiro(a),masculino,23-12-1979,06-10-2021,,coordenador,7594.26,administrativo,96,1
1800,Emilly Silva,Viúvo(a),masculino,29-07-1965,11-01-2020,31-03-2023,coordenador,8991.7,logística,59,4
5590,Sr. Pedro Henrique Souza,Casado(a),não informado,26-12-1971,09-05-2021,,coordenador,9233.98,administrativo,47,10
1406,Miguel Caldeira,Casado(a),não informado,13-04-1975,27-01-2022,,analista,2651.92,financeiro,77,1
2756,Isaac da Cruz,Casado(a),feminino,01-11-1990,12-01-2022,,gerente,2277.29,comercial,71,6
1485,Luigi da Mata,Divorciado(a),não informado,18-12-1969,09-02-2020,,gerente,8267.24,administrativo,53,2
2614,Maria Alice da Cunha,Divorciado(a),feminino,10-01-1978,05-04-2021,,estagiário,2886.75,administrativo,21,3
4153,Dr. Murilo da Cruz,Divorciado(a),feminino,05-12-1995,17-11-2021,02-11-2022,analista,9405.36,financeiro,31,8
9052,Sra. Ana Julia Rocha,Solteiro(a),feminino,18-05-1975,20-11-2022,,analista,5569.01,operações,80,10
9345,Joana Pires,Casado(a),feminino,05-04-1978,16-12-2021,,estagiário,2243.92,administrativo,58,5
6233,Isabella Nogueira,Divorciado(a),masculino,07-10-1998,14-06-2018,,estagiário,8794.81,logística,35,8
4567,Sr. Luiz Henrique Cardoso,Divorciado(a),não informado,29-03-1984,27-12-2021,,estagiário,3861.06,comercial,86,1
8642,Ana Carolina Cardoso,Viúvo(a),não informado,05-11-1976,29-07-2018,,analista,7440.2,financeiro,82,1
7444,Alícia Moura,Casado(a),não informado,26-04-1967,08-06-2019,,gerente,5833.67,administrativo,40,2
7552,Luiza da Rosa,Divorciado(a),masculino,07-12-1975,19-03-2020,,coordenador,7361.63,administrativo,9,9
1420,Luna Barros,Solteiro(a),não informado,18-02-1975,27-07-2018,,estagiário,8428.96,comercial,89,7
8387,Lucas Gabriel da Costa,Solteiro(a),feminino,27-01-1986,24-06-2022,,analista,6664.64,financeiro,76,2
7484,Nicolas Dias,Divorciado(a),não informado,27-05-1987,27-07-2021,,estagiário,9631.23,financeiro,66,7
8355,Agatha Cardoso,Solteiro(a),não informado,16-08-2000,05-08-2019,,coordenador,4855.47,comercial,23,9
6974,Cecília Barros,Solteiro(a),feminino,09-03-1977,04-10-2018,,estagiário,3936.71,financeiro,66,0
3964,Thomas Melo,Solteiro(a),masculino,22-05-1983,12-06-2018,,estagiário,6713.24,administrativo,57,9
6834,Gabrielly Jesus,Viúvo(a),masculino,14-11-1984,10-09-2020,,gerente,5849.81,administrativo,23,1
9262,Sra. Bárbara Ramos,Solteiro(a),feminino,20-03-1968,14-03-2021,,analista,3923.52,comercial,48,0
3825,Sra. Maria Farias,Divorciado(a),feminino,11-08-1976,19-04-2021,,gerente,4029.64,logística,74,4
5919,Caroline da Rosa,Viúvo(a),feminino,09-05-1973,17-07-2019,,estagiário,6119.51,comercial,15,7
6494,Raquel Correia,Divorciado(a),não informado,28-09-1992,24-03-2021,,analista,4322.03,administrativo,10,10
9926,Fernando Barbosa,Solteiro(a),não informado,06-02-1968,19-06-2022,,coordenador,2005.49,administrativo,80,1
5642,Sra. Larissa das Neves,Divorciado(a),não informado,13-09-1996,22-08-2019,,gerente,4581.68,financeiro,0,2
5782,João Pedro Rezende,Divorciado(a),feminino,26-04-2002,25-06-2020,,gerente,7212.47,logística,39,8
2830,Catarina Costela,Divorciado(a),masculino,17-10-1995,26-03-2023,,coordenador,6253.12,operações,22,1
5182,Bryan da Rocha,Divorciado(a),feminino,25-01-1993,05-05-2021,23-11-2022,estagiário,5367.23,comercial,4,4
1249,Bruno Martins,Casado(a),masculino,18-08-2004,29-11-2022,22-09-2022,analista,9551.23,comercial,30,0
5490,Ian Rocha,Casado(a),masculino,14-06-1985,28-02-2020,,analista,4262.71,logística,8,7
9846,Laura Melo,Solteiro(a),feminino,25-10-1997,16-01-2019,,coordenador,4130.28,administrativo,71,7
5262,João Costa,Solteiro(a),masculino,14-03-1969,23-03-2019,,estagiário,2902.45,administrativo,70,0
8087,Ana Beatriz Silveira,Viúvo(a),não informado,17-10-1969,12-05-2020,,analista,4750.77,comercial,74,7
9983,Vicente Nunes,Viúvo(a),feminino,13-12-1987,28-02-2021,,gerente,5956.13,comercial,10,0
1328,Sr. Marcelo Sales,Solteiro(a),não informado,27-08-1981,27-07-2021,,estagiário,8700.63,operações,100,9
3373,Luiz Felipe Freitas,Viúvo(a),masculino,17-09-1989,17-04-2020,,analista,8756.66,comercial,59,8
9523,Fernanda Cardoso,Casado(a),masculino,12-06-1998,03-12-2022,,estagiário,6568.17,operações,6,10
8917,Bianca das Neves,Casado(a),não informado,30-01-1974,25-09-2020,,coordenador,2629.5,administrativo,6,10
2268,Natália da Rosa,Viúvo(a),não informado,11-02-1986,15-01-2022,,analista,5796.54,comercial,50,6
5944,Esther das Neves,Casado(a),masculino,06-07-1997,22-06-2020,23-02-2023,gerente,9209.9,financeiro,97,10
3633,Dr. Isaac das Neves,Casado(a),não informado,21-06-1978,05-03-2023,,gerente,7741.97,administrativo,1,7
9268,Noah Mendes,Solteiro(a),não informado,28-06-1997,21-05-2020,,estagiário,5740.45,logística,12,2
4514,Thiago Santos,Divorciado(a),não informado,06-04-1996,28-08-2018,,estagiário,3827.37,administrativo,59,2
8856,Dr. Leandro Campos,Divorciado(a),não informado,30-07-1999,02-01-2023,,analista,6712.86,logística,68,6
6586,Dr. Arthur da Mata,Viúvo(a),não informado,17-02-1987,07-07-2018,,coordenador,9338.19,administrativo,1,4
6186,Miguel da Paz,Viúvo(a),não informado,06-08-1997,02-11-2019,,analista,2701.01,operações,47,7
2185,Sarah Sales,Casado(a),masculino,24-11-1998,03-01-2021,18-09-2022,analista,9097.71,comercial,37,6
3401,João Miguel Castro,Divorciado(a),não informado,04-03-1999,06-11-2021,,analista,7328.42,operações,60,1
6259,Manuela Fernandes,Solteiro(a),masculino,23-10-1986,29-01-2019,,analista,6851.1,financeiro,63,6
1827,Marcelo Barbosa,Casado(a),feminino,30-06-1998,20-01-2023,,estagiário,3569.49,operações,80,8
1977,Sophie Almeida,Viúvo(a),não informado,09-08-1981,06-10-2021,,coordenador,8913.45,logística,91,10
4334,Dra. Vitória da Mata,Divorciado(a),não informado,06-02-1980,22-11-2022,,estagiário,9698.78,financeiro,48,8
1766,Augusto Alves,Solteiro(a),não informado,13-12-1973,13-12-2022,,analista,9191.68,financeiro,98,2
8847,Laura da Conceição,Casado(a),masculino,25-04-1998,11-07-2021,,estagiário,5350.54,operações,69,4
3652,Luiz Miguel Barros,Solteiro(a),feminino,20-05-1996,23-11-2020,,analista,3920.94,logística,96,2
1402,João Felipe da Rocha,Divorciado(a),masculino,28-12-1983,29-01-2021,27-05-2022,analista,3826.78,administrativo,83,7
8990,Juan Lopes,Divorciado(a),feminino,18-10-1964,07-04-2019,,estagiário,7383.13,comercial,14,3
5833,Dr. Pedro Lucas da Costa,Viúvo(a),não informado,02-10-2004,06-10-2020,24-04-2023,analista,3057.82,logística,81,1
9226,Brenda da Rosa,Divorciado(a),não informado,01-01-1966,07-11-2020,,gerente,4114.47,operações,57,0
2569,Sr. Felipe Vieira,Divorciado(a),feminino,03-11-1993,06-12-2019,,gerente,4534.97,operações,90,3
8635,Pedro Miguel Viana,Viúvo(a),feminino,01-12-1968,14-04-2019,,coordenador,3764.17,logística,67,3
6905,Nicole Ferreira,Viúvo(a),masculino,18-06-1971,06-05-2019,,coordenador,8886.77,comercial,8,1
3622,Luana Rodrigues,Divorciado(a),não informado,21-06-1995,24-09-2021,,estagiário,2634.68,operações,58,0
6989,Murilo Cardoso,Casado(a),feminino,28-03-1980,31-07-2021,,estagiário,6084.26,administrativo,21,1
4064,Enrico Silveira,Solteiro(a),masculino,06-07-1962,21-09-2021,,gerente,9314.03,financeiro,8,0
5878,Sr. Emanuel Araújo,Solteiro(a),não informado,01-07-2000,07-03-2023,,estagiário,9697.78,financeiro,91,6
2320,Leonardo Vieira,Divorciado(a),não informado,17-10-1981,10-05-2023,,coordenador,2627.38,financeiro,95,2
4274,Letícia Pinto,Viúvo(a),feminino,17-09-1976,21-03-2023,,coordenador,2328.96,operações,40,8
3576,Cauê da Paz,Casado(a),feminino,17-12-1976,27-08-2018,,analista,9008.49,logística,45,4
6903,Maria Sophia da Conceição,Casado(a),não informado,25-02-1983,08-01-2019,,gerente,8840.57,administrativo,9,8
8371,Brenda Ribeiro,Casado(a),feminino,17-05-1993,14-10-2022,,coordenador,8629.48,administrativo,82,7
5084,Caroline da Paz,Casado(a),feminino,31-07-1973,29-01-2020,,estagiário,4454.79,financeiro,89,6
2399,Thomas Freitas,Casado(a),masculino,03-07-1966,03-02-2022,23-03-2023,gerente,5945.06,logística,50,4
3170,Dra. Emanuella Viana,Solteiro(a),não informado,19-02-1997,07-01-2022,,gerente,8699.4,comercial,87,9
7499,Pedro Lucas Caldeira,Solteiro(a),não informado,23-02-1984,24-12-2022,,estagiário,4027.15,comercial,25,7
9768,Ana Sophia Mendes,Solteiro(a),não informado,09-10-1962,22-01-2021,,analista,3976.77,comercial,51,9
